,Player,Goal,Wall,Pit,Q_Current,Reward_Current,Bellman_Operator
223,2,13,3,0,3.223873853683472,-1.0,2.555117416381836
224,6,13,3,0,5.1711039543151855,-1.0,4.256523275375367
225,14,7,5,15,4.113705158233643,-1.0,4.78925461769104
226,3,9,0,13,4.441675662994385,-1.0,4.670288991928101
227,7,9,0,13,3.5786662101745605,-1.0,5.43992805480957
228,6,9,0,13,5.514342784881592,-1.0,7.475671482086183
229,8,2,0,6,3.3834190368652344,-1.0,2.095416831970215
230,9,2,0,6,6.007483005523682,-1.0,4.237383031845093
231,5,2,0,6,6.946181774139404,-1.0,5.437755680084229
232,1,2,0,6,7.153061866760254,-1.0,10.0
233,5,11,0,9,5.232217311859131,-1.0,2.8036242961883544
234,5,0,10,1,5.550045013427734,-1.0,5.028125286102295
235,3,4,1,14,4.759771823883057,-1.0,3.7200316905975344
236,2,4,1,14,5.443173885345459,-1.0,4.414647006988526
237,6,4,1,14,5.890532493591309,-1.0,6.108137559890747
238,5,4,1,14,7.52232027053833,-1.0,10.0
239,15,12,6,3,4.008982181549072,-1.0,4.430051898956299
240,14,12,6,3,7.765328407287598,-1.0,6.273180961608887
241,7,1,3,13,5.164356708526611,-1.0,4.565828323364258
242,13,4,8,6,4.457870960235596,-1.0,4.356040525436401
243,7,12,9,4,-0.5457233190536499,-1.0,2.4429182529449465
244,11,12,9,4,2.817563056945801,-1.0,3.653309488296509
245,10,12,9,4,0.3328377306461334,-1.0,4.276608085632325
246,14,12,9,4,4.75111198425293,-1.0,6.046886205673218
247,13,12,9,4,7.829873561859131,-1.0,10.0
248,2,11,12,1,6.529167175292969,-1.0,4.917955160140991
249,7,11,12,1,7.055552959442139,-1.0,10.0
250,14,4,1,6,2.468405246734619,-1.0,2.6618186950683596
251,13,4,1,6,5.318911552429199,-1.0,4.521474885940552
252,0,12,8,14,0.7466017603874207,-1.0,1.3520827293395996
253,4,12,8,14,3.819637775421143,-1.0,1.3880882740020755
254,10,12,5,0,3.675449848175049,-1.0,5.046388339996338
255,14,12,5,0,6.357358455657959,-1.0,6.7446798324584964
256,13,12,5,0,8.605199813842773,-1.0,10.0
257,11,12,6,5,4.488241672515869,-1.0,4.515576171875
258,10,12,6,5,6.783769607543945,-1.0,5.386843490600586
259,9,12,6,5,9.639594078063965,-1.0,7.426813220977783
260,8,12,6,5,9.363125801086426,-1.0,10.0
261,14,6,10,11,4.466357231140137,-1.0,3.7464993000030518
262,13,6,10,11,4.567039966583252,-1.0,4.164015817642212
263,9,6,10,11,5.109127998352051,-1.0,4.8278608322143555
264,5,6,10,11,6.475400924682617,-1.0,10.0
265,11,12,5,8,3.464776992797852,-1.0,3.276578426361084
266,15,12,5,8,5.158318519592285,-1.0,4.193744564056397
267,14,12,5,8,7.00645637512207,-1.0,6.3733367919921875
268,1,13,2,12,4.279224872589111,-1.0,3.7526263236999515
269,9,2,15,6,5.564656734466553,-1.0,4.61127052307129
270,5,2,15,6,4.945956707000732,-1.0,6.140992259979249
271,12,2,13,5,1.5512793064117432,-1.0,1.8817840337753298
272,8,2,13,5,4.282892227172852,-1.0,2.2017348766326905
273,4,2,13,5,6.230182647705078,-1.0,3.364408111572266
274,0,2,13,5,7.534842014312744,-1.0,6.3440831184387205
275,1,2,13,5,8.1600923538208,-1.0,10.0
276,0,8,15,6,6.792558670043945,-1.0,5.79663782119751
277,10,2,7,3,4.577710151672363,-1.0,4.642915868759156
278,6,2,7,3,6.269906520843506,-1.0,10.0
279,1,13,3,10,4.224895000457764,-1.0,2.6297991275787354
280,5,7,15,14,4.356217861175537,-1.0,6.42203540802002
281,6,7,15,14,6.838536739349365,-1.0,10.0
282,7,10,14,3,6.786171913146973,-1.0,7.06680841445923
283,12,6,10,2,4.600017070770264,-1.0,1.648438930511475
284,11,14,6,0,7.506199359893799,-1.0,7.189813232421875
285,15,14,6,0,9.09979248046875,-1.0,10.0
286,1,9,10,15,6.872013092041016,-1.0,6.033870840072631
287,5,9,10,15,7.815412044525146,-1.0,10.0
288,9,1,4,13,7.016585350036621,-1.0,6.425022315979004
289,5,1,4,13,8.250024795532227,-1.0,10.0
290,2,15,0,1,3.0916693210601807,-1.0,3.6792307853698736
291,6,15,0,1,5.199145317077637,-1.0,4.145989227294922
292,11,14,5,12,6.496316909790039,-1.0,6.472523593902588
293,10,14,5,12,8.302803993225098,-1.0,10.0
294,0,13,4,9,-1.2658343315124512,-1.0,-1.2106636598706246
295,1,13,4,9,-0.2340707331895828,-1.0,0.1487083673477172
296,14,6,9,8,5.116841793060303,-1.0,5.151120662689209
297,10,6,9,8,6.834578514099121,-1.0,10.0
298,3,12,9,5,0.5625097751617432,-1.0,1.147507214546204
299,7,12,9,5,1.8620089292526243,-1.0,1.586378622055054
300,7,13,6,8,2.05924129486084,-1.0,4.898019695281983
301,2,14,3,5,3.5411434173583984,-1.0,3.476869058609009
302,6,14,3,5,6.6252217292785645,-1.0,5.64369912147522
303,15,6,13,0,4.94755744934082,-1.0,3.6271620273590086
304,11,6,13,0,6.4650983810424805,-1.0,6.1543848514556885
305,7,6,13,0,7.949316501617432,-1.0,10.0
306,6,4,7,12,7.4747796058654785,-1.0,5.754515981674195
307,5,1,6,9,7.570199489593506,-1.0,10.0
308,7,8,3,14,4.534028053283691,-1.0,2.7124008655548097
309,5,8,3,14,6.768035411834717,-1.0,5.980378150939941
310,4,8,3,14,7.755975723266602,-1.0,10.0
311,2,5,13,14,6.360586166381836,-1.0,5.8674296855926515
312,1,5,13,14,7.630477428436279,-1.0,10.0
313,3,13,14,12,-0.0772324502468109,-1.0,1.9047757148742677
314,2,13,14,12,3.4919564723968506,-1.0,3.6258350849151615
315,7,13,14,12,4.569489479064941,-1.0,3.080589628219605
316,6,13,14,12,4.816068172454834,-1.0,5.497373676300049
317,10,13,14,12,6.312521457672119,-1.0,6.658842277526856
318,0,3,13,7,4.914491176605225,-1.0,3.6169627666473394
319,1,3,13,7,5.591235160827637,-1.0,4.938248538970948
320,6,11,10,2,3.5494863986968994,-1.0,4.466998577117921
321,7,11,10,2,6.074442863464356,-1.0,10.0
322,3,12,11,9,-4.987626075744629,-1.0,-0.654419657588005
323,7,12,11,9,-0.8237228393554688,-1.0,-1.8829617500305176
324,6,12,11,9,1.4843920469284058,-1.0,0.8199618577957157
325,5,12,11,9,2.0221798419952397,-1.0,0.4853804230690002
326,4,9,12,5,5.737882137298584,-1.0,5.6589928627014165
327,8,9,12,5,7.398880958557129,-1.0,10.0
328,3,13,6,15,1.4643144607543943,-1.0,1.9354292869567873
329,2,13,6,15,3.4441473484039307,-1.0,2.43681869506836
330,1,13,6,15,3.6131882667541504,-1.0,4.027537298202515
331,5,13,6,15,5.512345314025879,-1.0,4.842288970947266
332,9,13,6,15,6.491432189941406,-1.0,10.0
333,10,4,2,13,7.391073703765869,-1.0,5.1580914020538335
334,9,4,2,13,5.72191047668457,-1.0,7.057316398620605
335,15,13,0,2,5.396154403686523,-1.0,5.30428295135498
336,14,13,0,2,7.004758834838867,-1.0,10.0
337,8,3,5,7,-1.632813811302185,-1.0,0.7710250616073608
338,4,3,5,7,1.3246220350265503,-1.0,2.78663067817688
339,0,3,5,7,4.207367420196533,-1.0,3.9563587665557867
340,13,5,9,7,2.875809907913208,-1.0,4.1435112953186035
341,12,5,9,7,4.921059608459473,-1.0,3.4256362915039062
342,8,5,9,7,6.13709831237793,-1.0,5.539467620849609
343,4,5,9,7,7.266075134277344,-1.0,10.0
344,11,4,1,14,2.7391881942749023,-1.0,3.3024709701538084
345,10,4,1,14,4.083160877227783,-1.0,4.814310741424561
346,12,3,10,15,-1.0175111293792725,-1.0,1.5065011501312258
347,13,3,10,15,0.9026308059692384,-1.0,1.745485544204712
348,9,3,10,15,4.321087837219238,-1.0,2.26807599067688
349,12,8,4,11,7.164825916290283,-1.0,10.0
350,8,15,11,3,4.336877822875977,-1.0,3.082592487335206
351,9,15,11,3,5.284256458282471,-1.0,4.409427642822266
352,13,15,11,3,6.407890796661377,-1.0,6.031764984130859
353,15,1,0,4,2.222403049468994,-1.0,2.1340545892715457
354,11,1,0,4,4.12399959564209,-1.0,2.7481321811676027
355,7,1,0,4,5.58211088180542,-1.0,4.973527526855469
356,6,1,0,4,5.445345878601074,-1.0,6.25059289932251
357,5,1,0,4,8.056214332580566,-1.0,10.0
358,5,7,11,10,6.042303562164307,-1.0,4.891463947296143
359,14,5,8,7,4.565207958221436,-1.0,4.646728897094727
360,10,5,8,7,4.80177116394043,-1.0,6.239071846008301
361,6,5,8,7,8.043413162231445,-1.0,10.0
362,3,8,9,13,2.994715452194214,-1.0,1.8423547029495242
363,2,8,9,13,4.150081634521484,-1.0,3.2316091537475584
364,4,15,8,10,1.8157801628112795,-1.0,2.01063928604126
365,12,6,14,15,2.1406733989715576,-1.0,4.479164218902588
366,8,6,14,15,5.787899971008301,-1.0,5.540883398056031
367,9,6,14,15,7.004263401031494,-1.0,7.1097941398620605
368,10,6,14,15,9.010882377624512,-1.0,10.0
369,11,2,3,8,5.013985633850098,-1.0,3.8344191074371343
370,10,2,3,8,4.743224620819092,-1.0,5.464183378219604
371,6,2,3,8,7.1824259757995605,-1.0,10.0
372,1,3,4,9,5.548558712005615,-1.0,3.549984788894654
373,2,3,4,9,5.055538654327393,-1.0,10.0
374,11,5,14,12,2.144643783569336,-1.0,5.233180809020996
375,10,5,14,12,6.871911525726318,-1.0,7.138720798492432
376,9,5,14,12,9.043023109436035,-1.0,10.0
377,3,14,9,2,-0.9582939743995668,-1.0,2.733571434020996
378,7,14,9,2,6.809540748596191,-1.0,4.86805534362793
379,11,7,1,4,7.542318344116211,-1.0,10.0
380,11,14,8,13,6.254971504211426,-1.0,4.9577638626098635
381,0,13,14,3,4.058224201202393,-1.0,4.305722713470459
382,4,13,14,3,5.895247459411621,-1.0,5.103031873703003
383,13,0,7,2,3.803898811340332,-1.0,2.37286217212677
384,9,0,7,2,3.815964460372925,-1.0,4.593459367752075
385,3,2,8,5,7.956709861755371,-1.0,10.0
386,10,0,1,9,2.7760164737701416,-1.0,0.9335229396820068
387,12,7,0,1,1.2653089761734009,-1.0,2.0641972064971923
388,13,7,0,1,3.8151426315307617,-1.0,4.00695037841797
389,3,9,4,7,5.079124450683594,-1.0,3.0198382377624515
390,2,9,4,7,4.973225593566895,-1.0,5.119993305206299
391,6,9,4,7,7.447258472442627,-1.0,6.514613246917725
392,14,9,4,7,4.94838809967041,-1.0,6.164573383331299
393,14,3,0,6,1.3525794744491575,-1.0,2.925116348266602
394,9,11,12,7,4.848301410675049,-1.0,2.7526970863342286
395,10,11,12,7,2.2584567070007324,-1.0,10.0
396,11,4,0,14,0.4773403108119964,-1.0,3.9640393257141113
397,10,4,0,14,4.526997089385986,-1.0,5.151773834228516
398,9,4,0,14,5.49929666519165,-1.0,6.823547077178955
399,8,4,0,14,8.692830085754395,-1.0,10.0
400,12,7,1,5,1.5823373794555664,-1.0,2.1365949630737306
401,13,7,1,5,3.311043739318848,-1.0,3.312804555892945
402,14,7,1,5,5.309388637542725,-1.0,5.022962999343872
403,10,7,1,5,5.74536657333374,-1.0,6.818919944763183
404,11,7,1,5,8.687688827514648,-1.0,10.0
405,15,9,5,8,4.277322769165039,-1.0,5.905004644393921
406,14,9,5,8,7.354873180389404,-1.0,6.965551376342773
407,13,9,5,8,8.85061264038086,-1.0,10.0
408,7,0,14,11,4.523233413696289,-1.0,3.278773546218872
409,6,0,14,11,4.216174602508545,-1.0,5.135411500930786
410,9,0,14,11,4.393404960632324,-1.0,5.542535209655762
411,5,0,14,11,4.682675361633301,-1.0,6.206734275817872
412,12,7,4,2,-0.7251714468002319,-1.0,2.4118213653564453
413,13,7,4,2,3.285606622695923,-1.0,3.916384840011597
414,9,7,4,2,4.804022789001465,-1.0,4.277060842514039
415,5,7,4,2,4.430785655975342,-1.0,4.79182996749878
416,6,7,4,2,6.435366630554199,-1.0,10.0
417,5,14,0,3,5.255040645599365,-1.0,5.421154308319092
418,9,14,0,3,7.434406280517578,-1.0,6.685365676879883
419,13,14,0,3,8.539295196533203,-1.0,10.0
420,13,0,3,8,4.509291172027588,-1.0,2.698106622695923
421,9,0,3,8,5.8958353996276855,-1.0,4.563173580169678
422,5,0,3,8,7.890383243560791,-1.0,5.8564146041870115
423,1,0,3,8,7.61823844909668,-1.0,10.0
424,3,12,2,13,-2.075404644012451,-1.0,-0.24700538516044612
425,7,12,2,13,-0.9317228198051452,-1.0,-0.036554920673370295
426,6,12,2,13,2.2527692317962646,-1.0,0.175895881652832
427,5,12,2,13,1.3065509796142578,-1.0,3.056717109680176
428,2,14,11,8,5.006149291992188,-1.0,6.094880151748657
429,6,14,11,8,4.076211929321289,-1.0,6.4718146324157715
430,10,14,11,8,6.190030097961426,-1.0,10.0
431,5,9,8,15,7.219170093536377,-1.0,10.0
432,15,12,4,7,3.3580212593078613,-1.0,4.138623666763306
433,15,8,14,2,3.423286437988281,-1.0,2.390669894218445
434,11,8,14,2,3.729618787765503,-1.0,4.388908958435059
435,10,8,14,2,6.031375408172607,-1.0,6.469758129119874
436,9,8,14,2,8.299731254577637,-1.0,10.0
437,0,6,14,5,0.7607435584068298,-1.0,3.221450233459473
438,1,6,14,5,4.634206771850586,-1.0,4.424019289016724
439,2,6,14,5,6.026688098907471,-1.0,10.0
440,8,5,10,6,8.119303703308105,-1.0,6.529658508300781
441,4,5,10,6,8.366287231445312,-1.0,10.0
442,3,14,6,10,2.0408077239990234,-1.0,3.247958183288574
443,7,14,6,10,4.719953536987305,-1.0,3.5418596267700195
444,10,1,9,3,4.1814680099487305,-1.0,4.559246397018433
445,6,1,9,3,6.868824481964111,-1.0,5.038983726501465
446,5,1,9,3,6.709981918334961,-1.0,10.0
447,6,12,10,13,4.93158483505249,-1.0,2.374798727035522
448,5,12,10,13,4.58376407623291,-1.0,4.33455023765564
449,4,12,10,13,6.422299385070801,-1.0,5.319818305969238
450,8,6,7,4,4.566046237945557,-1.0,5.277449274063111
