,Player,Goal,Wall,Pit,Q_Current,Reward_Current,Bellman_Operator
8178,5,11,14,2,6.355040073394775,-1.0,3.887662029266358
8179,6,11,14,2,6.732411861419678,-1.0,6.015791034698487
8180,7,4,0,10,4.701954364776611,-1.0,5.136045360565186
8181,6,4,0,10,7.050412654876709,-1.0,6.405127620697022
8182,5,4,0,10,8.227919578552246,-1.0,10.0
8183,10,8,9,5,4.034756183624268,-1.0,2.974474573135376
8184,8,7,2,5,-0.0371738374233245,-1.0,0.07685992717742929
8185,9,7,2,5,1.542369723320007,-1.0,2.8999104499816895
8186,13,7,2,5,2.975770950317383,-1.0,2.254515600204468
8187,14,7,2,5,3.31009578704834,-1.0,4.090358924865723
8188,15,7,2,5,6.804133892059326,-1.0,4.298924922943115
8189,11,7,2,5,5.887694358825684,-1.0,10.0
8190,9,6,12,10,7.731456279754639,-1.0,6.786093139648438
8191,5,6,12,10,8.651214599609375,-1.0,10.0
8192,15,2,6,4,1.2632641792297363,-1.0,1.3626997709274296
8193,11,2,6,4,3.0462758541107178,-1.0,3.562269306182862
8194,7,2,6,4,2.7415685653686523,-1.0,5.74992790222168
8195,3,2,6,4,7.499919891357422,-1.0,10.0
8196,3,6,15,12,8.030882835388184,-1.0,7.2155907630920435
8197,7,6,15,12,9.12843418121338,-1.0,10.0
8198,10,9,13,8,8.009718894958496,-1.0,10.0
8199,14,1,13,12,2.740774154663086,-1.0,3.3978812217712404
8200,10,1,13,12,5.998001575469971,-1.0,4.173112583160401
8201,9,1,13,12,5.726619720458984,-1.0,6.146863508224487
8202,5,1,13,12,7.940959453582764,-1.0,10.0
8203,4,13,11,9,5.906798839569092,-1.0,4.3896492481231695
8204,8,13,11,9,7.143440246582031,-1.0,6.57115592956543
8205,12,13,11,9,8.412395477294922,-1.0,10.0
8206,6,9,7,0,6.948443412780762,-1.0,7.095311927795411
8207,10,9,7,0,8.994791030883789,-1.0,10.0
8208,8,5,7,12,6.449388980865479,-1.0,6.302450942993164
8209,4,5,7,12,8.113834381103516,-1.0,10.0
8210,3,10,12,15,6.123302936553955,-1.0,4.118253898620606
8211,7,10,12,15,5.490711688995361,-1.0,6.35166711807251
8212,11,10,12,15,8.168519020080566,-1.0,10.0
8213,7,5,12,14,6.881136417388916,-1.0,5.990922451019287
8214,6,5,12,14,7.767691612243652,-1.0,10.0
8215,6,9,0,15,6.776276111602783,-1.0,6.567933845520019
8216,10,9,0,15,8.408815383911133,-1.0,10.0
8217,8,10,6,12,7.045629501342773,-1.0,6.787196922302246
8218,9,10,6,12,8.652441024780273,-1.0,10.0
8219,14,6,2,5,8.019097328186035,-1.0,5.552975225448608
8220,10,6,2,5,7.281083583831787,-1.0,10.0
8221,3,8,6,9,-0.0771077275276184,-1.0,-1.7053391098976136
8222,2,8,6,9,1.0485351085662842,-1.0,1.4081125736236575
8223,1,8,6,9,1.722700595855713,-1.0,3.90731897354126
8224,0,8,6,9,7.670515060424805,-1.0,5.4193377017974855
8225,4,8,6,9,7.13259744644165,-1.0,10.0
8226,9,13,1,10,8.96750259399414,-1.0,10.0
8227,4,14,0,7,4.926133632659912,-1.0,3.500382804870606
8228,5,14,0,7,4.459150314331055,-1.0,4.577964782714844
8229,9,14,0,7,7.928857803344727,-1.0,6.362606239318848
8230,10,14,0,7,8.180673599243164,-1.0,10.0
8231,1,12,13,15,3.429737091064453,-1.0,3.3232308387756353
8232,0,12,13,15,7.117440223693848,-1.0,4.547078609466553
8233,4,12,13,15,7.948025226593018,-1.0,5.673643732070923
8234,12,11,2,9,2.201462507247925,-1.0,2.1745754718780517
8235,13,11,2,9,5.463483810424805,-1.0,3.7545665264129644
8236,14,11,2,9,5.503357887268066,-1.0,6.272934627532959
8237,15,11,2,9,8.081038475036621,-1.0,10.0
8238,11,8,2,4,5.0703606605529785,-1.0,4.289892101287842
8239,10,8,2,4,6.220582008361816,-1.0,5.853267192840576
8240,9,8,2,4,7.614741325378418,-1.0,10.0
8241,14,0,9,8,1.4966466426849363,-1.0,1.4308486938476563
8242,13,0,9,8,2.034373044967652,-1.0,1.4461928606033325
8243,12,0,9,8,2.717992067337036,-1.0,-7.5441477537155155
8244,12,7,9,3,0.9528743624687196,-1.0,2.1560609340667725
8245,8,7,9,3,4.394259929656982,-1.0,2.688775968551636
8246,4,7,9,3,6.060314178466797,-1.0,4.174603462219238
8247,5,7,9,3,7.6717848777771,-1.0,6.142778825759888
8248,6,7,9,3,7.936420917510986,-1.0,10.0
8249,8,14,7,4,5.434653282165527,-1.0,4.680630731582641
8250,9,14,7,4,7.709579944610596,-1.0,6.992917633056641
8251,10,14,7,4,8.881019592285156,-1.0,10.0
8252,1,6,9,13,7.309416770935059,-1.0,6.1978332042694095
8253,5,6,9,13,7.997592449188232,-1.0,10.0
8254,8,10,15,13,6.862921237945557,-1.0,6.332736301422119
8255,9,10,15,13,8.14748477935791,-1.0,10.0
8256,11,7,15,5,7.900592803955078,-1.0,10.0
8257,1,2,6,4,7.80625581741333,-1.0,10.0
8258,13,6,15,1,7.357454776763916,-1.0,4.755833005905152
8259,9,6,15,1,6.587437152862549,-1.0,6.44896821975708
8260,5,6,15,1,8.276631355285645,-1.0,10.0
8261,0,5,10,6,6.37126350402832,-1.0,6.362782192230225
8262,4,5,10,6,8.180869102478027,-1.0,10.0
8263,9,12,11,6,7.061962604522705,-1.0,6.564371013641358
8264,12,5,9,3,3.5444107055664062,-1.0,3.969729471206665
8265,8,5,9,3,5.465581893920898,-1.0,5.458173942565918
8266,4,5,9,3,7.175748825073242,-1.0,10.0
8267,6,12,1,11,4.623543739318848,-1.0,3.134086179733276
8268,10,12,1,11,6.452480316162109,-1.0,4.128224849700928
8269,14,12,1,11,8.323405265808105,-1.0,6.576909160614014
8270,13,12,1,11,8.418787956237793,-1.0,10.0
8271,14,1,3,7,3.463766098022461,-1.0,3.13978533744812
8272,10,1,3,7,4.482816219329834,-1.0,4.6108314990997314
8273,6,1,3,7,8.000347137451172,-1.0,5.930563306808472
8274,5,1,3,7,7.700625896453857,-1.0,10.0
8275,1,3,12,2,3.722438335418701,-1.0,2.6507122039794924
8276,5,3,12,2,5.908181190490723,-1.0,5.210671710968018
8277,6,3,12,2,6.108902454376221,-1.0,5.772867012023926
8278,7,3,12,2,7.525407791137695,-1.0,10.0
8279,13,0,15,14,3.700962781906128,-1.0,3.0736939907073975
8280,4,14,7,1,2.675812244415283,-1.0,3.234223556518555
8281,8,14,7,1,5.551745891571045,-1.0,4.879844617843628
8282,9,14,7,1,6.458046913146973,-1.0,6.187226247787476
8283,10,14,7,1,7.985806941986084,-1.0,10.0
8284,14,11,2,6,5.681569576263428,-1.0,7.168988990783692
8285,15,11,2,6,9.076654434204102,-1.0,10.0
8286,7,3,8,4,7.370338916778564,-1.0,10.0
8287,7,15,10,12,5.734201431274414,-1.0,6.612069702148438
8288,11,15,10,12,8.457855224609375,-1.0,10.0
8289,8,5,3,4,4.685482978820801,-1.0,6.212301254272461
8290,7,10,12,11,4.098052978515625,-1.0,5.416276121139527
8291,6,10,12,11,7.129195690155029,-1.0,10.0
8292,8,14,6,1,4.824586391448975,-1.0,4.104360914230347
8293,9,14,6,1,5.624212265014648,-1.0,6.0178466796875005
8294,10,14,6,1,7.797607421875,-1.0,10.0
8295,3,12,11,6,1.9219591617584229,-1.0,1.4567978858947757
8296,2,12,11,6,2.6773221492767334,-1.0,2.258036375045776
8297,1,12,11,6,3.9435338973999023,-1.0,3.6548561573028566
8298,0,12,11,6,6.829989910125732,-1.0,4.5488183975219725
8299,4,12,11,6,8.232294082641602,-1.0,5.710626029968262
8300,8,12,11,6,7.45625114440918,-1.0,10.0
8301,9,15,11,12,4.57436990737915,-1.0,4.5025543689727785
8302,10,15,11,12,7.352413654327393,-1.0,6.050004863739014
8303,14,15,11,12,7.833338737487793,-1.0,10.0
8304,1,5,15,8,7.7975568771362305,-1.0,10.0
8305,10,3,5,13,6.2273945808410645,-1.0,5.027702140808105
8306,6,3,5,13,7.584037780761719,-1.0,6.879367923736573
8307,2,3,5,13,8.754853248596191,-1.0,10.0
8308,5,4,12,9,6.2129411697387695,-1.0,10.0
8309,15,13,0,4,6.492719650268555,-1.0,5.740691232681274
8310,14,13,0,4,7.489656925201416,-1.0,10.0
8311,0,5,4,12,7.972095012664795,-1.0,6.677655506134033
8312,1,5,4,12,8.530728340148926,-1.0,10.0
8313,4,6,14,0,6.4262213706970215,-1.0,6.217093181610108
8314,5,6,14,0,8.01899242401123,-1.0,10.0
8315,9,14,1,5,6.620339393615723,-1.0,6.531520175933838
8316,13,14,1,5,8.368355751037598,-1.0,10.0
8317,6,1,14,12,7.124704837799072,-1.0,6.297487354278565
8318,5,1,14,12,8.108319282531738,-1.0,10.0
8319,15,8,1,11,4.156616687774658,-1.0,2.726244497299195
8320,14,8,1,11,5.489833354949951,-1.0,4.474416923522949
8321,13,8,1,11,5.809262275695801,-1.0,5.935231637954712
